solidity_test,status,solar_suite,solar_src,solar_test,notes
abiEncoderV1/abi_decode_trivial.sol,pending,,,,
abiEncoderV1/abi_decode_v2.sol,pending,,,,
abiEncoderV1/abi_decode_v2_calldata.sol,pending,,,,
abiEncoderV1/abi_decode_v2_storage.sol,pending,,,,
abiEncoderV1/abi_encode.sol,pending,,,,
abiEncoderV1/abi_encode_call.sol,pending,,,,
abiEncoderV1/abi_encode_calldata_slice.sol,pending,,,,
abiEncoderV1/abi_encode_decode_simple.sol,pending,,,,
abiEncoderV1/abi_encode_empty_string.sol,pending,,,,
abiEncoderV1/abi_encode_rational.sol,pending,,,,
abiEncoderV1/bool_out_of_bounds.sol,pending,,,,
abiEncoderV1/byte_arrays.sol,pending,,,,
abiEncoderV1/calldata_arrays_too_large.sol,pending,,,,
abiEncoderV1/calldata_bytes_bytes32_arrays.sol,pending,,,,
abiEncoderV1/cleanup/cleanup.sol,pending,,,,
abiEncoderV1/decode_slice.sol,pending,,,,
abiEncoderV1/dynamic_arrays.sol,pending,,,,
abiEncoderV1/dynamic_memory_copy.sol,pending,,,,
abiEncoderV1/enums.sol,pending,,,,
abiEncoderV1/memory_dynamic_array_and_calldata_bytes.sol,pending,,,,
abiEncoderV1/memory_params_in_external_function.sol,pending,,,,
abiEncoderV1/return_dynamic_types_cross_call_advanced.sol,pending,,,,
abiEncoderV1/return_dynamic_types_cross_call_out_of_range_1.sol,pending,,,,
abiEncoderV1/return_dynamic_types_cross_call_out_of_range_2.sol,pending,,,,
abiEncoderV1/return_dynamic_types_cross_call_simple.sol,pending,,,,
abiEncoderV1/struct/struct_storage_ptr.sol,pending,,,,
abiEncoderV2/abi_encode_calldata_slice.sol,pending,,,,
abiEncoderV2/abi_encode_empty_string_v2.sol,pending,,,,
abiEncoderV2/abi_encode_rational_v2.sol,pending,,,,
abiEncoderV2/abi_encode_v2.sol,pending,,,,
abiEncoderV2/abi_encode_v2_in_function_inherited_in_v1_contract.sol,pending,,,,
abiEncoderV2/abi_encode_v2_in_modifier_used_in_v1_contract.sol,pending,,,,
abiEncoderV2/abi_encoder_v2_head_overflow_with_static_array_cleanup_bug.sol,pending,,,,
abiEncoderV2/bool_out_of_bounds.sol,pending,,,,
abiEncoderV2/byte_arrays.sol,pending,,,,
abiEncoderV2/calldata_array.sol,pending,,,,
abiEncoderV2/calldata_array_dynamic.sol,pending,,,,
abiEncoderV2/calldata_array_dynamic_index_access.sol,pending,,,,
abiEncoderV2/calldata_array_dynamic_static_dynamic.sol,pending,,,,
abiEncoderV2/calldata_array_dynamic_static_in_library.sol,pending,,,,
abiEncoderV2/calldata_array_dynamic_static_short_decode.sol,pending,,,,
abiEncoderV2/calldata_array_dynamic_static_short_reencode.sol,pending,,,,
abiEncoderV2/calldata_array_function_types.sol,pending,,,,
abiEncoderV2/calldata_array_multi_dynamic.sol,pending,,,,
abiEncoderV2/calldata_array_short.sol,pending,,,,
abiEncoderV2/calldata_array_short_no_revert_string.sol,pending,,,,
abiEncoderV2/calldata_array_static.sol,pending,,,,
abiEncoderV2/calldata_array_static_dynamic_static.sol,pending,,,,
abiEncoderV2/calldata_array_static_index_access.sol,pending,,,,
abiEncoderV2/calldata_array_struct_dynamic.sol,pending,,,,
abiEncoderV2/calldata_array_two_dynamic.sol,pending,,,,
abiEncoderV2/calldata_array_two_static.sol,pending,,,,
abiEncoderV2/calldata_dynamic_array_to_memory.sol,pending,,,,
abiEncoderV2/calldata_nested_array_reencode.sol,pending,,,,
abiEncoderV2/calldata_nested_array_static_reencode.sol,pending,,,,
abiEncoderV2/calldata_overlapped_dynamic_arrays.sol,pending,,,,
abiEncoderV2/calldata_overlapped_nested_dynamic_arrays.sol,pending,,,,
abiEncoderV2/calldata_struct_array_reencode.sol,pending,,,,
abiEncoderV2/calldata_struct_dynamic.sol,pending,,,,
abiEncoderV2/calldata_struct_member_offset.sol,pending,,,,
abiEncoderV2/calldata_struct_simple.sol,pending,,,,
abiEncoderV2/calldata_three_dimensional_dynamic_array_index_access.sol,pending,,,,
abiEncoderV2/calldata_with_garbage.sol,pending,,,,
abiEncoderV2/cleanup/address.sol,pending,,,,
abiEncoderV2/cleanup/bool.sol,pending,,,,
abiEncoderV2/cleanup/bytesx.sol,pending,,,,
abiEncoderV2/cleanup/cleanup.sol,pending,,,,
abiEncoderV2/cleanup/dynamic_array.sol,pending,,,,
abiEncoderV2/cleanup/function.sol,pending,,,,
abiEncoderV2/cleanup/intx.sol,pending,,,,
abiEncoderV2/cleanup/reencoded_calldata_string.sol,pending,,,,
abiEncoderV2/cleanup/simple_struct.sol,pending,,,,
abiEncoderV2/cleanup/static_array.sol,pending,,,,
abiEncoderV2/cleanup/uintx.sol,pending,,,,
abiEncoderV2/dynamic_arrays.sol,pending,,,,
abiEncoderV2/dynamic_nested_arrays.sol,pending,,,,
abiEncoderV2/enums.sol,pending,,,,
abiEncoderV2/memory_dynamic_array_and_calldata_bytes.sol,pending,,,,
abiEncoderV2/memory_dynamic_array_and_calldata_static_array.sol,pending,,,,
abiEncoderV2/memory_params_in_external_function.sol,pending,,,,
abiEncoderV2/storage_array_encoding.sol,pending,,,,
abiEncoderV2/struct/mediocre2_struct.sol,pending,,,,
abiEncoderV2/struct/mediocre_struct.sol,pending,,,,
abiEncoderV2/struct/struct_function.sol,pending,,,,
abiEncoderV2/struct/struct_short.sol,pending,,,,
abiEncoderV2/struct/struct_simple.sol,pending,,,,
abiEncoderV2/struct/struct_validation.sol,pending,,,,
abiEncoderV2/struct/validation_function_type_inside_struct.sol,pending,,,,
accessor/accessor_for_const_state_variable.sol,ported,accessor,src/AccessorForConstStateVariable.sol,test/AccessorForConstStateVariable.t.sol,auto-generated public constant accessor
accessor/accessor_for_state_variable.sol,ported,accessor,src/AccessorForStateVariable.sol,test/AccessorForStateVariable.t.sol,auto-generated public state variable accessor
arithmetics/addmod_mulmod.sol,ported,arithmetic,src/AddmodMulmod.sol,test/AddmodMulmod.t.sol,addmod with large values using unbounded literal arithmetic
arithmetics/addmod_mulmod_zero.sol,ported,arithmetic,src/AddmodMulmodZero.sol,test/AddmodMulmodZero.t.sol,addmod/mulmod with zero modulus panics (0x12)
arithmetics/block_inside_unchecked.sol,ported,arithmetic,src/BlockInsideUnchecked.sol,test/BlockInsideUnchecked.t.sol,double-braced unchecked block; overflow wraps to 0
arithmetics/check_var_init.sol,ported,arithmetic,src/CheckVarInit.sol,test/CheckVarInit.t.sol,checked arithmetic in constructor state var init; overflow panic propagation
arithmetics/checked_add_v1.sol,ported,arithmetic,src/CheckedAddV1.sol,test/CheckedAddV1.t.sol,"checked uint16 addition; ABIEncoderV1Only flag dropped, v2 behavior identical for uint16"
arithmetics/checked_add_v2.sol,ported,arithmetic,src/CheckedAddV2.sol,,Overflow behavior may differ; confirm Solar semantics before asserting reverts
arithmetics/checked_called_by_unchecked.sol,ported,arithmetic,src/CheckedCalledByUnchecked.sol,test/CheckedCalledByUnchecked.t.sol,checked inner function called from unchecked outer; overflow still caught in inner
arithmetics/checked_modifier_called_by_unchecked.sol,ported,arithmetic,src/CheckedModifierCalledByUnchecked.sol,test/CheckedModifierCalledByUnchecked.t.sol,modifier with unchecked arithmetic; checked function body can still overflow
arithmetics/divisiod_by_zero.sol,ported,arithmetic,src/DivisionByZero.sol,test/DivisionByZero.t.sol,integer division and modulo by zero produce panic 0x12
arithmetics/exp_associativity.sol,ported,arithmetic,src/ExpAssociativity.sol,test/ExpAssociativity.t.sol,exponentiation is right-associative; a**b**c == a**(b**c)
arithmetics/signed_mod.sol,ported,arithmetic,src/SignedMod.sol,test/SignedMod.t.sol,signed modulo and checked/unchecked int.min / -1 overflow
arithmetics/unchecked_called_by_checked.sol,ported,arithmetic,src/UncheckedCalledByChecked.sol,test/UncheckedCalledByChecked.t.sol,"unchecked inner function called from checked outer; wrap in inner, overflow in outer"
arithmetics/unchecked_div_by_zero.sol,ported,arithmetic,src/UncheckedDivByZero.sol,,Division/mod by zero should revert
array/arrayMemoryAllocation/array_2d_zeroed_memory_index_access.sol,ported,arrays,src/Array2dZeroedMemoryIndexAccess.sol,,Zeroed 2D memory array bounds
array/arrayMemoryAllocation/array_array_static.sol,ported,arrays,src/ArrayArrayStatic.sol,,Static subarray access bounds
array/arrayMemoryAllocation/array_static_return_param_zeroed_memory_index_access.sol,ported,arrays,src/ArrayStaticReturnParamZeroedMemory.sol,,Zeroed return params for arrays
array/arrayMemoryAllocation/array_static_zeroed_memory_index_access.sol,ported,arrays,src/ArrayStaticZeroedMemoryIndexAccess.sol,,Zeroed static memory array reads
array/arrayMemoryAllocation/array_zeroed_memory_index_access.sol,ported,arrays,src/ArrayZeroedMemoryIndexAccess.sol,,Zeroed memory array reads + bounds
array/array_2d_assignment.sol,pending,,,,
array/array_2d_new.sol,pending,,,,
array/array_3d_assignment.sol,pending,,,,
array/array_3d_new.sol,pending,,,,
array/array_function_pointers.sol,pending,,,,
array/array_memory_as_parameter.sol,pending,,,,
array/array_memory_create.sol,pending,,,,
array/array_memory_index_access.sol,ported,arrays,src/ArrayMemoryIndexAccess.sol,,Memory array access + bounds
array/array_push_return_reference.sol,ported,arrays,src/ArrayPushReturnReference.sol,,Push returns reference
array/array_push_with_arg.sol,ported,arrays,src/ArrayPushWithArg.sol,,Push with argument + bounds
array/array_storage_index_access.sol,ported,arrays,src/ArrayStorageIndexAccess.sol,,Fuzz-style `test*` in src renamed; deterministic test calls helper to avoid OOG
array/array_storage_index_boundary_test.sol,ported,arrays,src/ArrayStorageBoundaryCheck.sol,,Fuzz-style `test*` in src renamed; deterministic test calls helper to avoid OOG
array/array_storage_index_zeroed_test.sol,ported,arrays,src/ArrayStorageIndexZeroed.sol,,Fuzz-style `test*` in src renamed; deterministic test calls helper to avoid OOG
array/array_storage_length_access.sol,ported,arrays,src/ArrayStorageLengthAccess.sol,,Dynamic array length access
array/array_storage_pop_zero_length.sol,ported,arrays,src/ArrayStoragePopZeroLength.sol,,Pop from empty dynamic array
array/array_storage_push_empty.sol,ported,arrays,src/ArrayStoragePushEmpty.sol,,Push zero values into dynamic array
array/array_storage_push_empty_length_address.sol,ported,arrays,src/ArrayStoragePushEmptyLengthAddress.sol,,Address array length mutations
array/array_storage_push_pop.sol,ported,arrays,src/ArrayStoragePushPop.sol,,Dynamic array push/pop
array/arrays_complex_from_and_to_storage.sol,ported,arrays,src/ArraysComplexFromAndToStorage.sol,,Nested fixed-size arrays to/from storage
array/byte_array_storage_layout.sol,ported,arrays,src/ByteArrayStorageLayout.sol,,Bytes storage layout via assembly
array/byte_array_transitional_2.sol,pending,,,,
array/bytes_length_member.sol,pending,,,,
array/bytes_to_fixed_bytes_cleanup.sol,pending,,,,
array/bytes_to_fixed_bytes_simple.sol,pending,,,,
array/bytes_to_fixed_bytes_too_long.sol,pending,,,,
array/calldata_array.sol,ported,arrays,src/ArrayCalldataFixed.sol,,Fixed-size calldata array
array/calldata_array_as_argument_internal_function.sol,ported,arrays,src/CalldataArraySlice.sol,,Calldata array slice and pass-through
array/calldata_array_dynamic_invalid.sol,pending,,,,
array/calldata_array_dynamic_invalid_static_middle.sol,pending,,,,
array/calldata_array_of_struct.sol,pending,,,,
array/calldata_array_two_dimensional.sol,pending,,,,
array/calldata_array_two_dimensional_1.sol,pending,,,,
array/calldata_bytes_array_bounds.sol,pending,,,,
array/calldata_slice_access.sol,pending,,,,
array/concat/bytes_concat_2_args.sol,pending,,,,
array/concat/bytes_concat_3_args.sol,pending,,,,
array/concat/bytes_concat_as_argument.sol,pending,,,,
array/concat/bytes_concat_different_types.sol,pending,,,,
array/concat/bytes_concat_empty_argument_list.sol,pending,,,,
array/concat/bytes_concat_empty_strings.sol,pending,,,,
array/concat/bytes_concat_nested.sol,pending,,,,
array/constant_var_as_array_length.sol,pending,,,,
array/copying/array_copy_calldata_storage.sol,pending,,,,
array/copying/array_copy_cleanup_uint128.sol,pending,,,,
array/copying/array_copy_cleanup_uint40.sol,pending,,,,
array/copying/array_copy_clear_storage.sol,pending,,,,
array/copying/array_copy_clear_storage_packed.sol,pending,,,,
array/copying/array_copy_different_packing.sol,pending,,,,
array/copying/array_copy_including_array.sol,pending,,,,
array/copying/array_copy_memory_to_storage.sol,pending,,,,
array/copying/array_copy_nested_array.sol,pending,,,,
array/copying/array_copy_storage_abi_signed.sol,pending,,,,
array/copying/array_copy_storage_storage_different_base.sol,pending,,,,
array/copying/array_copy_storage_storage_different_base_nested.sol,pending,,,,
array/copying/array_copy_storage_storage_dyn_dyn.sol,pending,,,,
array/copying/array_copy_storage_storage_dynamic_dynamic.sol,pending,,,,
array/copying/array_copy_storage_storage_static_dynamic.sol,pending,,,,
array/copying/array_copy_storage_storage_static_simple.sol,pending,,,,
array/copying/array_copy_storage_storage_static_static.sol,pending,,,,
array/copying/array_copy_storage_storage_struct.sol,pending,,,,
array/copying/array_copy_storage_to_memory.sol,pending,,,,
array/copying/array_copy_storage_to_memory_nested.sol,pending,,,,
array/copying/array_copy_target_leftover.sol,pending,,,,
array/copying/array_copy_target_leftover2.sol,pending,,,,
array/copying/array_copy_target_simple.sol,pending,,,,
array/copying/array_copy_target_simple_2.sol,pending,,,,
array/copying/array_elements_to_mapping.sol,pending,,,,
array/copying/array_nested_calldata_to_memory.sol,pending,,,,
array/copying/array_nested_calldata_to_storage.sol,pending,,,,
array/copying/array_nested_memory_to_storage.sol,pending,,,,
array/copying/array_nested_storage_to_memory.sol,pending,,,,
array/copying/array_of_function_external_storage_to_storage_dynamic.sol,pending,,,,
array/copying/array_of_function_external_storage_to_storage_dynamic_different_mutability.sol,pending,,,,
array/copying/array_of_struct_calldata_to_memory.sol,pending,,,,
array/copying/array_of_struct_calldata_to_storage.sol,pending,,,,
array/copying/array_of_struct_memory_to_storage.sol,pending,,,,
array/copying/array_of_structs_containing_arrays_calldata_to_memory.sol,pending,,,,
array/copying/array_of_structs_containing_arrays_calldata_to_storage.sol,pending,,,,
array/copying/array_of_structs_containing_arrays_memory_to_storage.sol,pending,,,,
array/copying/array_storage_multi_items_per_slot.sol,pending,,,,
array/copying/array_to_mapping.sol,pending,,,,
array/copying/arrays_from_and_to_storage.sol,pending,,,,
array/copying/bytes_calldata_to_string_calldata.sol,pending,,,,
array/copying/bytes_inside_mappings.sol,pending,,,,
array/copying/bytes_memory_to_storage.sol,pending,,,,
array/copying/bytes_storage_to_memory.sol,pending,,,,
array/copying/bytes_storage_to_storage.sol,pending,,,,
array/copying/calldata_1d_array_into_2d_memory_array_element.sol,pending,,,,
array/copying/calldata_2d_bytes_to_memory.sol,pending,,,,
array/copying/calldata_2d_bytes_to_memory_2.sol,pending,,,,
array/copying/calldata_array_dynamic_to_storage.sol,pending,,,,
array/copying/calldata_array_of_struct_to_memory.sol,pending,,,,
array/copying/calldata_array_static_to_memory.sol,pending,,,,
array/copying/calldata_array_to_mapping.sol,pending,,,,
array/copying/calldata_bytes_array_to_memory.sol,pending,,,,
array/copying/calldata_bytes_to_storage.sol,pending,,,,
array/copying/calldata_dyn_2d_bytes_to_memory.sol,pending,,,,
array/copying/calldata_dynamic_array_to_memory.sol,pending,,,,
array/copying/calldata_nested_array_copy_to_memory.sol,pending,,,,
array/copying/calldata_to_storage_different_base.sol,pending,,,,
array/copying/cleanup_during_multi_element_per_slot_copy.sol,pending,,,,
array/copying/copy_byte_array_in_struct_to_storage.sol,pending,,,,
array/copying/copy_byte_array_to_storage.sol,pending,,,,
array/copying/copy_function_internal_storage_array.sol,pending,,,,
array/copying/copy_internal_function_array_to_storage.sol,pending,,,,
array/copying/copy_removes_bytes_data.sol,pending,,,,
array/copying/copying_bytes_multiassign.sol,pending,,,,
array/copying/dirty_memory_bytes_to_storage_copy.sol,pending,,,,
array/copying/dirty_memory_bytes_to_storage_copy_ir.sol,pending,,,,
array/copying/elements_of_nested_array_of_structs_calldata_to_storage.sol,pending,,,,
array/copying/elements_of_nested_array_of_structs_memory_to_storage.sol,pending,,,,
array/copying/empty_bytes_copy.sol,pending,,,,
array/copying/function_type_array_to_storage.sol,pending,,,,
array/copying/memory_dyn_2d_bytes_to_storage.sol,pending,,,,
array/copying/memory_to_storage_different_base.sol,pending,,,,
array/copying/nested_array_element_calldata_to_memory.sol,pending,,,,
array/copying/nested_array_element_calldata_to_storage.sol,pending,,,,
array/copying/nested_array_element_memory_to_memory.sol,pending,,,,
array/copying/nested_array_element_memory_to_storage.sol,pending,,,,
array/copying/nested_array_element_storage_to_memory.sol,pending,,,,
array/copying/nested_array_element_storage_to_storage.sol,pending,,,,
array/copying/nested_array_of_structs_calldata_to_memory.sol,pending,,,,
array/copying/nested_array_of_structs_calldata_to_storage.sol,pending,,,,
array/copying/nested_array_of_structs_memory_to_memory.sol,pending,,,,
array/copying/nested_array_of_structs_memory_to_storage.sol,pending,,,,
array/copying/nested_array_of_structs_storage_to_storage.sol,pending,,,,
array/copying/nested_array_of_structs_with_nested_array_from_storage_to_memory.sol,pending,,,,
array/copying/nested_dynamic_array_element_calldata_to_storage.sol,pending,,,,
array/copying/storage_memory_nested.sol,pending,,,,
array/copying/storage_memory_nested_bytes.sol,pending,,,,
array/copying/storage_memory_nested_from_pointer.sol,pending,,,,
array/copying/storage_memory_nested_struct.sol,pending,,,,
array/copying/storage_memory_packed.sol,pending,,,,
array/copying/storage_memory_packed_dyn.sol,pending,,,,
array/copying/string_calldata_to_bytes_calldata.sol,pending,,,,
array/create_dynamic_array_with_zero_length.sol,ported,arrays,src/CreateDynamicArrayZeroLength.sol,,Create empty nested dynamic array
array/create_memory_array.sol,ported,arrays,src/CreateMemoryArray.sol,,Memory allocation of arrays/structs
array/create_memory_array_too_large.sol,pending,,,,
array/create_memory_byte_array.sol,pending,,,,
array/create_multiple_dynamic_arrays.sol,pending,,,,
array/delete/bytes_delete_element.sol,pending,,,,
array/delete/delete_bytes_array.sol,pending,,,,
array/delete/delete_memory_array.sol,pending,,,,
array/delete/delete_on_array_of_structs.sol,pending,,,,
array/delete/delete_removes_bytes_data.sol,pending,,,,
array/delete/delete_storage_array.sol,pending,,,,
array/delete/delete_storage_array_packed.sol,pending,,,,
array/delete/memory_arrays_delete.sol,pending,,,,
array/dynamic_array_cleanup.sol,pending,,,,
array/dynamic_arrays_in_storage.sol,pending,,,,
array/dynamic_multi_array_cleanup.sol,pending,,,,
array/dynamic_out_of_bounds_array_access.sol,pending,,,,
array/evm_exceptions_out_of_band_access.sol,pending,,,,
array/external_array_args.sol,pending,,,,
array/fixed_array_cleanup.sol,pending,,,,
array/fixed_arrays_as_return_type.sol,pending,,,,
array/fixed_arrays_in_constructors.sol,pending,,,,
array/fixed_arrays_in_storage.sol,pending,,,,
array/fixed_bytes_length_access.sol,pending,,,,
array/fixed_out_of_bounds_array_access.sol,pending,,,,
array/function_array_cross_calls.sol,pending,,,,
array/function_memory_array.sol,pending,,,,
array/indexAccess/arrays_complex_memory_index_access.sol,ported,arrays,src/ArraysComplexMemoryIndexAccess.sol,,Nested memory array index access
array/indexAccess/bytes_index_access.sol,ported,arrays,src/BytesIndexAccess.sol,,Bytes calldata/storage index access
array/indexAccess/bytes_index_access_memory.sol,ported,arrays,src/BytesIndexAccessMemory.sol,,Bytes memory index access via internal calls
array/indexAccess/bytes_memory_index_access.sol,ported,arrays,src/BytesMemoryIndexAccess.sol,,Bytes memory index access
array/indexAccess/fixed_bytes_index_access.sol,ported,arrays,src/FixedBytesIndexAccess.sol,,Fixed bytes index access
array/indexAccess/index_access.sol,ported,arrays,src/IndexAccess.sol,,Byte indexing and endian swap
array/indexAccess/inline_array_index_access_ints.sol,ported,arrays,src/InlineArrayIndexAccessInts.sol,,Inline array index access (ints)
array/indexAccess/inline_array_index_access_strings.sol,ported,arrays,src/InlineArrayIndexAccessStrings.sol,,Inline array index access (strings)
array/indexAccess/memory_arrays_dynamic_index_access_write.sol,ported,arrays,src/MemoryArraysDynamicIndexAccessWrite.sol,,Storage to memory dynamic index writes
array/indexAccess/memory_arrays_index_access_write.sol,ported,arrays,src/MemoryArraysIndexAccessWrite.sol,,Nested memory array index writes
array/inline_array_return.sol,pending,,,,
array/inline_array_singleton.sol,ported,arrays,src/InlineArraySingleton.sol,,Inline array literal singleton
array/inline_array_storage_to_memory_conversion_ints.sol,pending,,,,
array/inline_array_storage_to_memory_conversion_strings.sol,pending,,,,
array/inline_array_strings_from_document.sol,pending,,,,
array/invalid_encoding_for_storage_byte_array.sol,pending,,,,
array/long_byte_array_cleanup_after_delete.sol,pending,,,,
array/long_byte_array_cleanup_after_overwrite_with_long.sol,pending,,,,
array/memory.sol,pending,,,,
array/memory_arrays_of_various_sizes.sol,pending,,,,
array/nested_calldata_storage.sol,pending,,,,
array/nested_calldata_storage2.sol,pending,,,,
array/pop/array_pop.sol,pending,,,,
array/pop/array_pop_array_transition.sol,pending,,,,
array/pop/array_pop_empty_exception.sol,pending,,,,
array/pop/array_pop_isolated.sol,pending,,,,
array/pop/array_pop_storage_empty.sol,pending,,,,
array/pop/array_pop_uint16_transition.sol,pending,,,,
array/pop/array_pop_uint24_transition.sol,pending,,,,
array/pop/byte_array_pop.sol,pending,,,,
array/pop/byte_array_pop_copy_long.sol,pending,,,,
array/pop/byte_array_pop_empty_exception.sol,pending,,,,
array/pop/byte_array_pop_isolated.sol,pending,,,,
array/pop/byte_array_pop_long_storage_empty.sol,pending,,,,
array/pop/byte_array_pop_long_storage_empty_garbage_ref.sol,pending,,,,
array/pop/byte_array_pop_masking_long.sol,pending,,,,
array/pop/byte_array_pop_storage_empty.sol,pending,,,,
array/pop/parenthesized.sol,pending,,,,
array/push/array_push.sol,pending,,,,
array/push/array_push_nested.sol,pending,,,,
array/push/array_push_nested_from_calldata.sol,pending,,,,
array/push/array_push_nested_from_memory.sol,pending,,,,
array/push/array_push_packed_array.sol,pending,,,,
array/push/array_push_struct.sol,pending,,,,
array/push/array_push_struct_from_calldata.sol,pending,,,,
array/push/byte_array_push.sol,pending,,,,
array/push/byte_array_push_transition.sol,pending,,,,
array/push/nested_bytes_push.sol,pending,,,,
array/push/push_no_args_1d.sol,pending,,,,
array/push/push_no_args_2d.sol,pending,,,,
array/push/push_no_args_bytes.sol,pending,,,,
array/push/push_no_args_struct.sol,pending,,,,
array/reusing_memory.sol,pending,,,,
array/short_fixed_array_cleanup.sol,pending,,,,
array/slices/array_calldata_assignment.sol,pending,,,,
array/slices/array_slice_calldata_as_argument_of_external_calls.sol,pending,,,,
array/slices/array_slice_calldata_to_calldata.sol,pending,,,,
array/slices/array_slice_calldata_to_memory.sol,pending,,,,
array/slices/array_slice_calldata_to_storage.sol,pending,,,,
array/storage_array_ref.sol,ported,arrays,src/StorageArrayRef.sol,,Storage array reference in internal call
array/string_allocation_bug.sol,pending,,,,
array/string_bytes_conversion.sol,pending,,,,
array/string_literal_assign_to_storage_bytes.sol,ported,arrays,src/StringLiteralAssignToStorageBytes.sol,,Assign string literal to storage bytes
array/strings_in_struct.sol,ported,structs,src/StringsInStruct.sol,,String member in struct
builtinFunctions/assignment_to_const_var_involving_keccak.sol,pending,,,,
builtinFunctions/blobhash.sol,pending,,,,
builtinFunctions/blobhash_shadow_resolution.sol,pending,,,,
builtinFunctions/blockhash.sol,pending,,,,
builtinFunctions/blockhash_shadow_resolution.sol,pending,,,,
builtinFunctions/function_types_sig.sol,ported,builtin-functions,src/FunctionTypesSig.sol,,function selector from function types
builtinFunctions/iterated_keccak256_with_bytes.sol,pending,,,,
builtinFunctions/keccak256.sol,pending,,,,
builtinFunctions/keccak256_empty.sol,ported,hashing,src/HashBuiltins.sol,,keccak256 empty string
builtinFunctions/keccak256_multiple_arguments.sol,ported,builtin-functions,src/KeccakMultiple.sol,,keccak256 packed 3 args
builtinFunctions/keccak256_multiple_arguments_with_numeric_literals.sol,ported,builtin-functions,src/KeccakMultipleNumeric.sol,,keccak256 packed numeric literals
builtinFunctions/keccak256_multiple_arguments_with_string_literals.sol,ported,builtin-functions,src/KeccakMultipleString.sol,,keccak256 packed string literal
